lat,lon,speed (cm/s),direction (deg),acquired,resolution (km),origin
44.76,-124.86,19.3,201.3,9/8/2026 12:00,6,USWC
44.76,-124.8,19.6,194.7,9/8/2026 12:00,6,USWC
44.76,-124.74,20.2,200.2,9/8/2026 12:00,6,USWC
44.76,-124.68,22,210.1,9/8/2026 12:00,6,USWC
44.76,-124.61,21.3,221.2,9/8/2026 12:00,6,USWC
44.76,-124.55,24.1,228.4,9/8/2026 12:00,6,USWC
44.76,-124.49,28,235.2,9/8/2026 12:00,6,USWC
44.76,-124.43,29.7,237.4,9/8/2026 12:00,6,USWC
44.76,-124.36,29.2,239,9/8/2026 12:00,6,USWC
44.76,-124.3,24.2,231.7,9/8/2026 12:00,6,USWC
44.76,-124.24,16.3,222.5,9/8/2026 12:00,6,USWC
44.76,-124.18,11.2,206.6,9/8/2026 12:00,6,USWC
44.76,-124.11,5.1,168.7,9/8/2026 12:00,6,USWC
44.81,-125.92,21.1,185.4,9/8/2026 12:00,6,USWC
44.81,-125.86,22,182.6,9/8/2026 12:00,6,USWC
44.81,-125.8,25,177.7,9/8/2026 12:00,6,USWC
44.81,-125.74,18.4,192.5,9/8/2026 12:00,6,USWC
44.81,-125.68,17.5,193.2,9/8/2026 12:00,6,USWC
44.81,-125.61,16.1,209.7,9/8/2026 12:00,6,USWC
44.81,-125.55,19.4,191.9,9/8/2026 12:00,6,USWC
44.81,-125.49,19.7,204,9/8/2026 12:00,6,USWC
44.81,-125.43,20.6,194,9/8/2026 12:00,6,USWC
44.81,-125.36,20.2,188.5,9/8/2026 12:00,6,USWC
44.81,-125.3,19.4,191.9,9/8/2026 12:00,6,USWC
44.81,-125.24,19.6,194.7,9/8/2026 12:00,6,USWC
44.81,-125.18,18.4,209.4,9/8/2026 12:00,6,USWC
44.81,-125.11,19.7,210.5,9/8/2026 12:00,6,USWC
44.81,-125.05,21.1,211.4,9/8/2026 12:00,6,USWC
44.81,-124.99,23.9,213,9/8/2026 12:00,6,USWC
44.81,-124.93,23.9,213,9/8/2026 12:00,6,USWC
44.81,-124.86,22.8,208.8,9/8/2026 12:00,6,USWC
44.81,-124.8,22.8,203.2,9/8/2026 12:00,6,USWC
44.81,-124.74,23.7,207.6,9/8/2026 12:00,6,USWC
44.81,-124.68,25.2,213.7,9/8/2026 12:00,6,USWC
44.81,-124.61,24.2,218.3,9/8/2026 12:00,6,USWC
44.81,-124.55,25.5,221.8,9/8/2026 12:00,6,USWC
44.81,-124.49,28.4,230.7,9/8/2026 12:00,6,USWC
44.81,-124.43,30,233.1,9/8/2026 12:00,6,USWC
44.81,-124.36,31.1,236.8,9/8/2026 12:00,6,USWC
44.81,-124.3,28.3,238,9/8/2026 12:00,6,USWC
44.81,-124.24,25.6,231.3,9/8/2026 12:00,6,USWC
44.81,-124.18,19.8,229.1,9/8/2026 12:00,6,USWC
44.81,-124.11,15.3,211.6,9/8/2026 12:00,6,USWC
44.87,-125.99,20.1,185.7,9/8/2026 12:00,6,USWC
44.87,-125.92,19.1,186,9/8/2026 12:00,6,USWC
44.87,-125.86,23,177.5,9/8/2026 12:00,6,USWC
44.87,-125.8,18.4,192.5,9/8/2026 12:00,6,USWC
44.87,-125.74,17.7,196.4,9/8/2026 12:00,6,USWC
44.87,-125.68,19.4,191.9,9/8/2026 12:00,6,USWC
44.87,-125.61,17.2,215.5,9/8/2026 12:00,6,USWC
44.87,-125.55,24.7,194,9/8/2026 12:00,6,USWC
44.87,-125.49,24.7,201.4,9/8/2026 12:00,6,USWC
44.87,-125.43,23.3,205.5,9/8/2026 12:00,6,USWC
44.87,-125.36,23.8,194.6,9/8/2026 12:00,6,USWC
44.87,-125.3,20.9,196.7,9/8/2026 12:00,6,USWC
44.87,-125.24,22.2,187.8,9/8/2026 12:00,6,USWC
44.87,-125.18,21.5,201.8,9/8/2026 12:00,6,USWC
44.87,-125.11,21,205.3,9/8/2026 12:00,6,USWC
44.87,-125.05,23.7,207.6,9/8/2026 12:00,6,USWC
44.87,-124.99,25.1,208.6,9/8/2026 12:00,6,USWC
44.87,-124.93,25.9,207.6,9/8/2026 12:00,6,USWC
44.87,-124.86,24.7,211.8,9/8/2026 12:00,6,USWC
44.87,-124.8,24.4,215,9/8/2026 12:00,6,USWC
44.87,-124.74,25.2,213.7,9/8/2026 12:00,6,USWC
44.87,-124.68,25.2,213.7,9/8/2026 12:00,6,USWC
44.87,-124.61,25.8,215.5,9/8/2026 12:00,6,USWC
44.87,-124.55,25.8,215.5,9/8/2026 12:00,6,USWC
44.87,-124.49,26.9,222,9/8/2026 12:00,6,USWC
44.87,-124.43,28.3,227.9,9/8/2026 12:00,6,USWC
44.87,-124.36,29.4,234.7,9/8/2026 12:00,6,USWC
44.87,-124.3,28.2,242.5,9/8/2026 12:00,6,USWC
44.87,-124.24,27.3,241.6,9/8/2026 12:00,6,USWC
44.87,-124.18,30.9,245.1,9/8/2026 12:00,6,USWC
44.87,-124.11,33.2,248.8,9/8/2026 12:00,6,USWC
44.92,-125.99,18,180,9/8/2026 12:00,6,USWC
44.92,-125.92,14.6,195.9,9/8/2026 12:00,6,USWC
44.92,-125.86,16.3,190.6,9/8/2026 12:00,6,USWC
44.92,-125.8,26,177.8,9/8/2026 12:00,6,USWC
44.92,-125.74,21,182.7,9/8/2026 12:00,6,USWC
44.92,-125.68,17.7,196.4,9/8/2026 12:00,6,USWC
44.92,-125.61,18.4,209.4,9/8/2026 12:00,6,USWC
44.92,-125.55,22.1,198.4,9/8/2026 12:00,6,USWC
44.92,-125.49,24.2,204.4,9/8/2026 12:00,6,USWC
44.92,-125.43,22.5,200.9,9/8/2026 12:00,6,USWC
44.92,-125.36,25,196.3,9/8/2026 12:00,6,USWC
44.92,-125.3,25.3,189.1,9/8/2026 12:00,6,USWC
44.92,-125.24,25.7,193.5,9/8/2026 12:00,6,USWC
44.92,-125.18,26.2,197.7,9/8/2026 12:00,6,USWC
44.92,-125.11,26,202.6,9/8/2026 12:00,6,USWC
44.92,-125.05,26.4,204.6,9/8/2026 12:00,6,USWC
44.92,-124.99,26.4,204.6,9/8/2026 12:00,6,USWC
44.92,-124.93,25.5,205.6,9/8/2026 12:00,6,USWC
44.92,-124.86,25.1,208.6,9/8/2026 12:00,6,USWC
44.92,-124.8,24.2,209.7,9/8/2026 12:00,6,USWC
44.92,-124.74,24.2,218.3,9/8/2026 12:00,6,USWC
44.92,-124.68,24.2,218.3,9/8/2026 12:00,6,USWC
44.92,-124.61,25,216.9,9/8/2026 12:00,6,USWC
44.92,-124.55,26.6,214.3,9/8/2026 12:00,6,USWC
44.92,-124.49,27,219,9/8/2026 12:00,6,USWC
44.92,-124.43,24.8,223.4,9/8/2026 12:00,6,USWC
44.92,-124.36,23.4,230.2,9/8/2026 12:00,6,USWC
44.92,-124.3,23.7,242.4,9/8/2026 12:00,6,USWC
44.92,-124.24,26.6,250.2,9/8/2026 12:00,6,USWC
44.92,-124.18,34.2,254.7,9/8/2026 12:00,6,USWC
44.92,-124.11,44.1,256.9,9/8/2026 12:00,6,USWC
44.98,-125.86,13.3,193,9/8/2026 12:00,6,USWC
44.98,-125.8,15.3,191.3,9/8/2026 12:00,6,USWC
44.98,-125.74,11.7,211,9/8/2026 12:00,6,USWC
44.98,-125.68,15.5,194.9,9/8/2026 12:00,6,USWC
44.98,-125.61,18.7,195.5,9/8/2026 12:00,6,USWC
44.98,-125.55,19.4,191.9,9/8/2026 12:00,6,USWC
44.98,-125.49,19.6,194.7,9/8/2026 12:00,6,USWC
44.98,-125.43,22.6,192.8,9/8/2026 12:00,6,USWC
44.98,-125.36,26.3,188.7,9/8/2026 12:00,6,USWC
44.98,-125.3,26.7,193,9/8/2026 12:00,6,USWC
44.98,-125.24,30.1,195.4,9/8/2026 12:00,6,USWC
44.98,-125.18,31.6,198.4,9/8/2026 12:00,6,USWC
44.98,-125.11,29.5,204,9/8/2026 12:00,6,USWC
44.98,-125.05,27.7,205.6,9/8/2026 12:00,6,USWC
44.98,-124.99,26.8,206.6,9/8/2026 12:00,6,USWC
44.98,-124.93,23.8,202.2,9/8/2026 12:00,6,USWC
44.98,-124.86,22.8,208.8,9/8/2026 12:00,6,USWC
44.98,-124.8,21.1,211.4,9/8/2026 12:00,6,USWC
44.98,-124.74,20.6,219.1,9/8/2026 12:00,6,USWC
44.98,-124.68,21.9,223.2,9/8/2026 12:00,6,USWC
44.98,-124.61,23.6,216.4,9/8/2026 12:00,6,USWC
44.98,-124.55,24.7,211.8,9/8/2026 12:00,6,USWC
44.98,-124.49,23.6,216.4,9/8/2026 12:00,6,USWC
44.98,-124.43,21.3,221.2,9/8/2026 12:00,6,USWC
44.98,-124.36,19.4,235.5,9/8/2026 12:00,6,USWC
44.98,-124.3,17.9,243.4,9/8/2026 12:00,6,USWC
44.98,-124.24,24.7,256,9/8/2026 12:00,6,USWC
44.98,-124.18,40.1,265.7,9/8/2026 12:00,6,USWC
44.98,-124.11,58,268,9/8/2026 12:00,6,USWC
45.03,-125.86,13.2,188.7,9/8/2026 12:00,6,USWC
45.03,-125.8,6.4,231.3,9/8/2026 12:00,6,USWC
45.03,-125.74,9.8,204,9/8/2026 12:00,6,USWC
45.03,-125.68,12.6,198.4,9/8/2026 12:00,6,USWC
45.03,-125.61,13,202.6,9/8/2026 12:00,6,USWC
45.03,-125.55,17.3,190,9/8/2026 12:00,6,USWC
45.03,-125.49,19.1,186,9/8/2026 12:00,6,USWC
45.03,-125.43,19.2,189,9/8/2026 12:00,6,USWC
45.03,-125.36,22.6,192.8,9/8/2026 12:00,6,USWC
45.03,-125.3,26.7,193,9/8/2026 12:00,6,USWC
45.03,-125.24,29.7,199.7,9/8/2026 12:00,6,USWC
45.03,-125.18,30.5,203.2,9/8/2026 12:00,6,USWC
45.03,-125.11,28.6,204.8,9/8/2026 12:00,6,USWC
45.03,-125.05,28.2,202.9,9/8/2026 12:00,6,USWC
45.03,-124.99,24.6,206.6,9/8/2026 12:00,6,USWC
45.03,-124.93,22.8,203.2,9/8/2026 12:00,6,USWC
45.03,-124.86,20.2,212.9,9/8/2026 12:00,6,USWC
45.03,-124.8,19.8,220.9,9/8/2026 12:00,6,USWC
45.03,-124.74,19.8,225,9/8/2026 12:00,6,USWC
45.03,-124.68,19.8,225,9/8/2026 12:00,6,USWC
45.03,-124.61,20.5,227,9/8/2026 12:00,6,USWC
45.03,-124.55,24.2,218.3,9/8/2026 12:00,6,USWC
45.03,-124.49,22.8,217.9,9/8/2026 12:00,6,USWC
45.03,-124.43,17.8,218.2,9/8/2026 12:00,6,USWC
45.03,-124.36,13.5,222,9/8/2026 12:00,6,USWC
45.03,-124.3,15.8,251.6,9/8/2026 12:00,6,USWC
45.03,-124.24,26.1,265.6,9/8/2026 12:00,6,USWC
45.03,-124.18,40,270,9/8/2026 12:00,6,USWC
45.03,-124.11,60,271.9,9/8/2026 12:00,6,USWC
45.08,-125.8,7.1,278.1,9/8/2026 12:00,6,USWC
45.08,-125.74,7.6,293.2,9/8/2026 12:00,6,USWC
45.08,-125.68,12.2,189.5,9/8/2026 12:00,6,USWC
45.08,-125.61,11.4,195.3,9/8/2026 12:00,6,USWC
45.08,-125.55,16,183.6,9/8/2026 12:00,6,USWC
45.08,-125.49,18,183.2,9/8/2026 12:00,6,USWC
45.08,-125.43,21,182.7,9/8/2026 12:00,6,USWC
45.08,-125.36,20.6,194,9/8/2026 12:00,6,USWC
45.08,-125.3,24,196.9,9/8/2026 12:00,6,USWC
45.08,-125.24,25.6,200.6,9/8/2026 12:00,6,USWC
45.08,-125.18,26.6,199.8,9/8/2026 12:00,6,USWC
45.08,-125.11,24.4,199.2,9/8/2026 12:00,6,USWC
45.08,-125.05,20.9,196.7,9/8/2026 12:00,6,USWC
45.08,-124.99,20.6,202.8,9/8/2026 12:00,6,USWC
45.08,-124.93,18.6,216.3,9/8/2026 12:00,6,USWC
45.08,-124.86,17.2,215.5,9/8/2026 12:00,6,USWC
45.08,-124.8,17.2,215.5,9/8/2026 12:00,6,USWC
45.08,-124.74,18.4,220.6,9/8/2026 12:00,6,USWC
45.08,-124.68,19.2,218.7,9/8/2026 12:00,6,USWC
45.08,-124.61,20,216.9,9/8/2026 12:00,6,USWC
45.08,-124.55,19.7,210.5,9/8/2026 12:00,6,USWC
45.08,-124.49,19.7,204,9/8/2026 12:00,6,USWC
45.08,-124.43,16.6,205,9/8/2026 12:00,6,USWC
45.08,-124.36,12.2,215,9/8/2026 12:00,6,USWC
45.08,-124.3,13,247.4,9/8/2026 12:00,6,USWC
45.08,-124.24,24,267.6,9/8/2026 12:00,6,USWC
45.08,-124.18,29,272,9/8/2026 12:00,6,USWC
45.08,-124.11,27,267.9,9/8/2026 12:00,6,USWC
45.14,-125.8,5.1,281.3,9/8/2026 12:00,6,USWC
45.14,-125.74,4,270,9/8/2026 12:00,6,USWC
45.14,-125.68,3.2,288.4,9/8/2026 12:00,6,USWC
45.14,-125.61,3.6,213.7,9/8/2026 12:00,6,USWC
45.14,-125.55,12,175.2,9/8/2026 12:00,6,USWC
45.14,-125.49,13,180,9/8/2026 12:00,6,USWC
45.14,-125.43,19,180,9/8/2026 12:00,6,USWC
45.14,-125.36,20,182.9,9/8/2026 12:00,6,USWC
45.14,-125.3,21.1,185.4,9/8/2026 12:00,6,USWC
45.14,-125.24,21.2,199.3,9/8/2026 12:00,6,USWC
45.14,-125.18,20.6,194,9/8/2026 12:00,6,USWC
45.14,-125.11,20.9,196.7,9/8/2026 12:00,6,USWC
45.14,-125.05,19.6,194.7,9/8/2026 12:00,6,USWC
45.14,-124.99,19.9,197.5,9/8/2026 12:00,6,USWC
45.14,-124.93,16.4,217.6,9/8/2026 12:00,6,USWC
45.14,-124.86,14.9,222.3,9/8/2026 12:00,6,USWC
45.14,-124.8,14.2,219.3,9/8/2026 12:00,6,USWC
45.14,-124.74,15,216.9,9/8/2026 12:00,6,USWC
45.14,-124.68,15.8,214.7,9/8/2026 12:00,6,USWC
45.14,-124.61,16.6,212.7,9/8/2026 12:00,6,USWC
45.14,-124.55,18.7,195.5,9/8/2026 12:00,6,USWC
45.14,-124.49,18.4,192.5,9/8/2026 12:00,6,USWC
45.14,-124.43,17.3,190,9/8/2026 12:00,6,USWC
45.14,-124.36,13.4,206.6,9/8/2026 12:00,6,USWC
45.14,-124.3,12.8,231.3,9/8/2026 12:00,6,USWC
45.14,-124.24,14.3,245.2,9/8/2026 12:00,6,USWC
45.14,-124.18,13,247.4,9/8/2026 12:00,6,USWC
45.14,-124.11,6,180,9/8/2026 12:00,6,USWC
45.19,-125.74,2.2,206.6,9/8/2026 12:00,6,USWC
45.19,-125.68,1.4,225,9/8/2026 12:00,6,USWC
45.19,-125.61,0,90,9/8/2026 12:00,6,USWC
45.19,-125.55,6.7,153.4,9/8/2026 12:00,6,USWC
45.19,-125.49,7.3,164.1,9/8/2026 12:00,6,USWC
45.19,-125.43,14.1,171.9,9/8/2026 12:00,6,USWC
45.19,-125.36,19,177,9/8/2026 12:00,6,USWC
45.19,-125.3,16.1,187.1,9/8/2026 12:00,6,USWC
45.19,-125.24,20.2,188.5,9/8/2026 12:00,6,USWC
45.19,-125.18,18.4,202.4,9/8/2026 12:00,6,USWC
45.19,-125.11,17.7,196.4,9/8/2026 12:00,6,USWC
45.19,-125.05,20.6,202.8,9/8/2026 12:00,6,USWC
45.19,-124.99,21.5,207.8,9/8/2026 12:00,6,USWC
45.19,-124.93,18,213.7,9/8/2026 12:00,6,USWC
45.19,-124.86,17.8,218.2,9/8/2026 12:00,6,USWC
45.19,-124.8,15.8,214.7,9/8/2026 12:00,6,USWC
45.19,-124.74,13.6,216,9/8/2026 12:00,6,USWC
45.19,-124.68,13,212.5,9/8/2026 12:00,6,USWC
45.19,-124.61,14.8,208.3,9/8/2026 12:00,6,USWC
45.19,-124.55,15.8,198.4,9/8/2026 12:00,6,USWC
45.19,-124.49,18.1,186.3,9/8/2026 12:00,6,USWC
45.19,-124.43,18,180,9/8/2026 12:00,6,USWC
45.19,-124.36,17.1,186.7,9/8/2026 12:00,6,USWC
45.19,-124.3,14.4,213.7,9/8/2026 12:00,6,USWC
45.19,-124.24,16.4,232.4,9/8/2026 12:00,6,USWC
45.19,-124.18,18.7,254.5,9/8/2026 12:00,6,USWC
45.19,-124.11,10.2,258.7,9/8/2026 12:00,6,USWC
45.25,-125.55,13.6,144,9/8/2026 12:00,6,USWC
45.25,-125.49,14.4,146.3,9/8/2026 12:00,6,USWC
45.25,-125.43,12.5,151.4,9/8/2026 12:00,6,USWC
45.25,-125.36,10.4,163.3,9/8/2026 12:00,6,USWC
45.25,-125.3,15.1,172.4,9/8/2026 12:00,6,USWC
45.25,-125.24,13.3,193,9/8/2026 12:00,6,USWC
45.25,-125.18,17.5,203.6,9/8/2026 12:00,6,USWC
45.25,-125.11,19.7,204,9/8/2026 12:00,6,USWC
45.25,-125.05,21.5,207.8,9/8/2026 12:00,6,USWC
45.25,-124.99,22.2,215.8,9/8/2026 12:00,6,USWC
45.25,-124.93,22,219.5,9/8/2026 12:00,6,USWC
45.25,-124.86,19.1,222.9,9/8/2026 12:00,6,USWC
45.25,-124.8,17.5,211,9/8/2026 12:00,6,USWC
45.25,-124.74,14.4,236.3,9/8/2026 12:00,6,USWC
45.25,-124.68,13,212.5,9/8/2026 12:00,6,USWC
45.25,-124.61,12.5,208.6,9/8/2026 12:00,6,USWC
45.25,-124.55,14.3,204.8,9/8/2026 12:00,6,USWC
45.25,-124.49,19,183,9/8/2026 12:00,6,USWC
45.25,-124.43,20,177.1,9/8/2026 12:00,6,USWC
45.25,-124.36,20,180,9/8/2026 12:00,6,USWC
45.25,-124.3,19.1,186,9/8/2026 12:00,6,USWC
45.25,-124.24,15.8,214.7,9/8/2026 12:00,6,USWC
45.25,-124.18,20.6,256,9/8/2026 12:00,6,USWC
45.25,-124.11,27.1,274.2,9/8/2026 12:00,6,USWC
45.25,-124.05,33.7,282,9/8/2026 12:00,6,USWC
45.3,-125.55,6.7,116.6,9/8/2026 12:00,6,USWC
45.3,-125.49,6.7,116.6,9/8/2026 12:00,6,USWC
45.3,-125.43,14.2,140.7,9/8/2026 12:00,6,USWC
45.3,-125.36,25.5,154.4,9/8/2026 12:00,6,USWC
45.3,-125.3,13.2,171.3,9/8/2026 12:00,6,USWC
45.3,-125.24,16,183.6,9/8/2026 12:00,6,USWC
45.3,-125.18,15.2,203.2,9/8/2026 12:00,6,USWC
45.3,-125.11,17.2,215.5,9/8/2026 12:00,6,USWC
45.3,-125.05,20.5,223,9/8/2026 12:00,6,USWC
45.3,-124.99,20.5,223,9/8/2026 12:00,6,USWC
45.3,-124.93,22.8,217.9,9/8/2026 12:00,6,USWC
45.3,-124.86,24.1,221.6,9/8/2026 12:00,6,USWC
45.3,-124.8,22.7,221.4,9/8/2026 12:00,6,USWC
45.3,-124.74,21.3,221.2,9/8/2026 12:00,6,USWC
45.3,-124.68,18.4,209.4,9/8/2026 12:00,6,USWC
45.3,-124.61,19,198.4,9/8/2026 12:00,6,USWC
45.3,-124.55,19.4,191.9,9/8/2026 12:00,6,USWC
45.3,-124.49,20.1,185.7,9/8/2026 12:00,6,USWC
45.3,-124.43,18.1,186.3,9/8/2026 12:00,6,USWC
45.3,-124.36,19.1,186,9/8/2026 12:00,6,USWC
45.3,-124.3,18.7,195.5,9/8/2026 12:00,6,USWC
45.3,-124.24,15.8,214.7,9/8/2026 12:00,6,USWC
45.3,-124.18,22.1,264.8,9/8/2026 12:00,6,USWC
45.3,-124.11,53.6,284,9/8/2026 12:00,6,USWC
45.3,-124.05,51,285.9,9/8/2026 12:00,6,USWC
45.35,-125.68,6.4,141.3,9/8/2026 12:00,6,USWC
45.35,-125.61,5.1,101.3,9/8/2026 12:00,6,USWC
45.35,-125.55,5.8,59,9/8/2026 12:00,6,USWC
45.35,-125.49,12.8,141.3,9/8/2026 12:00,6,USWC
45.35,-125.43,8.5,20.6,9/8/2026 12:00,6,USWC
45.35,-125.36,7.1,135,9/8/2026 12:00,6,USWC
45.35,-125.3,15.8,161.6,9/8/2026 12:00,6,USWC
45.35,-125.24,13,184.4,9/8/2026 12:00,6,USWC
45.35,-125.18,16.5,194,9/8/2026 12:00,6,USWC
45.35,-125.11,13.6,234,9/8/2026 12:00,6,USWC
45.35,-125.05,16.6,245,9/8/2026 12:00,6,USWC
45.35,-124.99,20.2,237.1,9/8/2026 12:00,6,USWC
45.35,-124.93,23,235.6,9/8/2026 12:00,6,USWC
45.35,-124.86,26.9,228,9/8/2026 12:00,6,USWC
45.35,-124.8,27.6,223.5,9/8/2026 12:00,6,USWC
45.35,-124.74,26.2,223.5,9/8/2026 12:00,6,USWC
45.35,-124.68,23.3,205.5,9/8/2026 12:00,6,USWC
45.35,-124.61,21.5,201.8,9/8/2026 12:00,6,USWC
45.35,-124.55,24.2,187.1,9/8/2026 12:00,6,USWC
45.35,-124.49,23,182.5,9/8/2026 12:00,6,USWC
45.35,-124.43,22.1,185.2,9/8/2026 12:00,6,USWC
45.35,-124.36,18.7,195.5,9/8/2026 12:00,6,USWC
45.35,-124.3,17,208.1,9/8/2026 12:00,6,USWC
45.35,-124.24,17,229.8,9/8/2026 12:00,6,USWC
45.35,-124.18,22,267.4,9/8/2026 12:00,6,USWC
45.35,-124.11,44.9,286.8,9/8/2026 12:00,6,USWC
45.35,-124.05,57.2,289.4,9/8/2026 12:00,6,USWC
45.41,-125.68,17.7,163.6,9/8/2026 12:00,6,USWC
45.41,-125.61,12.1,155.6,9/8/2026 12:00,6,USWC
45.41,-125.55,12.6,18.4,9/8/2026 12:00,6,USWC
45.41,-125.49,9.2,12.5,9/8/2026 12:00,6,USWC
45.41,-125.43,6.3,18.4,9/8/2026 12:00,6,USWC
45.41,-125.36,4.2,135,9/8/2026 12:00,6,USWC
45.41,-125.3,9.2,167.5,9/8/2026 12:00,6,USWC
45.41,-125.24,13,175.6,9/8/2026 12:00,6,USWC
45.41,-125.18,10.3,209.1,9/8/2026 12:00,6,USWC
45.41,-125.11,11.7,250,9/8/2026 12:00,6,USWC
45.41,-125.05,15.8,251.6,9/8/2026 12:00,6,USWC
45.41,-124.99,17.9,243.4,9/8/2026 12:00,6,USWC
45.41,-124.93,27.6,223.5,9/8/2026 12:00,6,USWC
45.41,-124.86,36.2,219.4,9/8/2026 12:00,6,USWC
45.41,-124.8,32.6,230,9/8/2026 12:00,6,USWC
45.41,-124.74,30.4,223.7,9/8/2026 12:00,6,USWC
45.41,-124.68,27.5,213.1,9/8/2026 12:00,6,USWC
45.41,-124.61,21.5,207.8,9/8/2026 12:00,6,USWC
45.41,-124.55,23.8,194.6,9/8/2026 12:00,6,USWC
45.41,-124.49,22.6,192.8,9/8/2026 12:00,6,USWC
45.41,-124.43,20.9,196.7,9/8/2026 12:00,6,USWC
45.41,-124.36,18.8,205.2,9/8/2026 12:00,6,USWC
45.41,-124.3,16.3,222.5,9/8/2026 12:00,6,USWC
45.41,-124.24,17.5,256.8,9/8/2026 12:00,6,USWC
45.41,-124.18,24.1,274.8,9/8/2026 12:00,6,USWC
45.41,-124.11,45.9,290.4,9/8/2026 12:00,6,USWC
45.41,-124.05,52.6,291.2,9/8/2026 12:00,6,USWC
45.41,-123.99,46.6,292.7,9/8/2026 12:00,6,USWC
45.46,-125.74,22.4,169.7,9/8/2026 12:00,6,USWC
45.46,-125.68,23.5,167.7,9/8/2026 12:00,6,USWC
45.46,-125.61,24,163.1,9/8/2026 12:00,6,USWC
45.46,-125.55,5,126.9,9/8/2026 12:00,6,USWC
45.46,-125.49,2.2,63.4,9/8/2026 12:00,6,USWC
45.46,-125.43,3.6,33.7,9/8/2026 12:00,6,USWC
45.46,-125.36,1.4,45,9/8/2026 12:00,6,USWC
45.46,-125.3,8.1,172.9,9/8/2026 12:00,6,USWC
45.46,-125.24,17.5,166.8,9/8/2026 12:00,6,USWC
45.46,-125.18,10.4,196.7,9/8/2026 12:00,6,USWC
45.46,-125.11,11.7,211,9/8/2026 12:00,6,USWC
45.46,-125.05,14.3,245.2,9/8/2026 12:00,6,USWC
45.46,-124.99,19.2,231.3,9/8/2026 12:00,6,USWC
45.46,-124.93,29.8,219.6,9/8/2026 12:00,6,USWC
45.46,-124.86,31.1,225,9/8/2026 12:00,6,USWC
45.46,-124.8,31.2,230.2,9/8/2026 12:00,6,USWC
45.46,-124.74,26.9,228,9/8/2026 12:00,6,USWC
45.46,-124.68,24.1,221.6,9/8/2026 12:00,6,USWC
45.46,-124.61,21.5,207.8,9/8/2026 12:00,6,USWC
45.46,-124.55,21.5,201.8,9/8/2026 12:00,6,USWC
45.46,-124.49,18.6,216.3,9/8/2026 12:00,6,USWC
45.46,-124.43,17.7,227.3,9/8/2026 12:00,6,USWC
45.46,-124.36,17.2,234.5,9/8/2026 12:00,6,USWC
45.46,-124.3,17.2,234.5,9/8/2026 12:00,6,USWC
45.46,-124.24,16.1,240.3,9/8/2026 12:00,6,USWC
45.46,-124.18,23.2,277.4,9/8/2026 12:00,6,USWC
45.46,-124.11,30.7,289,9/8/2026 12:00,6,USWC
45.46,-124.05,39,292.6,9/8/2026 12:00,6,USWC
45.52,-125.8,34.1,175,9/8/2026 12:00,6,USWC
45.52,-125.74,27.3,171.6,9/8/2026 12:00,6,USWC
45.52,-125.68,24.7,166,9/8/2026 12:00,6,USWC
45.52,-125.61,30.1,164.6,9/8/2026 12:00,6,USWC
45.52,-125.55,13.4,153.4,9/8/2026 12:00,6,USWC
45.52,-125.49,18.4,157.6,9/8/2026 12:00,6,USWC
45.52,-125.43,2.8,45,9/8/2026 12:00,6,USWC
45.52,-125.36,12.1,155.6,9/8/2026 12:00,6,USWC
45.52,-125.3,11.7,160,9/8/2026 12:00,6,USWC
45.52,-125.24,16.1,172.9,9/8/2026 12:00,6,USWC
45.52,-125.18,15,180,9/8/2026 12:00,6,USWC
45.52,-125.11,16.1,187.1,9/8/2026 12:00,6,USWC
45.52,-125.05,17,208.1,9/8/2026 12:00,6,USWC
45.52,-124.99,23.3,211,9/8/2026 12:00,6,USWC
45.52,-124.93,25.5,221.8,9/8/2026 12:00,6,USWC
45.52,-124.86,27.6,226.5,9/8/2026 12:00,6,USWC
45.52,-124.8,27.8,232.3,9/8/2026 12:00,6,USWC
45.52,-124.74,25.5,228.2,9/8/2026 12:00,6,USWC
45.52,-124.68,21.2,225,9/8/2026 12:00,6,USWC
45.52,-124.61,22,210.1,9/8/2026 12:00,6,USWC
45.52,-124.55,20.1,206.6,9/8/2026 12:00,6,USWC
45.52,-124.49,19.7,210.5,9/8/2026 12:00,6,USWC
45.52,-124.43,20,216.9,9/8/2026 12:00,6,USWC
45.52,-124.36,17.9,243.4,9/8/2026 12:00,6,USWC
45.52,-124.3,19.7,246,9/8/2026 12:00,6,USWC
45.52,-124.24,18,250.6,9/8/2026 12:00,6,USWC
45.52,-124.18,17.5,256.8,9/8/2026 12:00,6,USWC
45.52,-124.11,20.6,284,9/8/2026 12:00,6,USWC
45.52,-124.05,21.2,289.3,9/8/2026 12:00,6,USWC
45.52,-123.99,26,292.6,9/8/2026 12:00,6,USWC
45.57,-125.61,26.2,162.3,9/8/2026 12:00,6,USWC
45.57,-125.55,31.3,163.3,9/8/2026 12:00,6,USWC
45.57,-125.49,34.5,163.1,9/8/2026 12:00,6,USWC
45.57,-125.43,14.8,151.7,9/8/2026 12:00,6,USWC
45.57,-125.36,16.6,155,9/8/2026 12:00,6,USWC
45.57,-125.3,4.5,153.4,9/8/2026 12:00,6,USWC
45.57,-125.24,11.2,169.7,9/8/2026 12:00,6,USWC
45.57,-125.18,11,180,9/8/2026 12:00,6,USWC
45.57,-125.11,14,184.1,9/8/2026 12:00,6,USWC
45.57,-125.05,15.2,203.2,9/8/2026 12:00,6,USWC
